risk,path,issues
high,0xSojalSec-IMTalker\generator\generate.py,forbidden_import:subprocess;forbidden_attr_call:call;forbidden_module_call:subprocess.call
high,0xSojalSec-introtodeeplearning\mitdeeplearning\lab1.py,forbidden_import:subprocess;forbidden_attr_call:system
high,0xSojalSec-Invoke-Stealth\Resources\Chameleon\chameleon.py,forbidden_import:subprocess;forbidden_attr_call:system;forbidden_module_call:subprocess.check_output
high,0xSojalSec-Invoke-Stealth\Resources\PyFuscation\PyFuscation.py,forbidden_import:subprocess;forbidden_attr_call:Popen;forbidden_module_call:subprocess.Popen
high,0xSojalSec-Invoke-Stealth\Resources\Chameleon\tools\pstranslate.py,forbidden_attr_call:system
high,0xSojalSec-KernelSU\scripts\add_device_handler.py,forbidden_attr_call:system;forbidden_attr_call:system
high,0xSojalSec-KestrelAI\tests\run_tests.py,forbidden_import:subprocess;forbidden_attr_call:call;forbidden_module_call:subprocess.call
high,0xSojalSec-KestrelAI\KestrelAI\agents\searxng_service.py,forbidden_import:subprocess;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run
high,0xSojalSec-KestrelAI\KestrelAI\mcp\mcp_client.py,forbidden_import:subprocess;forbidden_attr_call:Popen;forbidden_module_call:subprocess.Popen;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run
high,0xSojalSec-KestrelAI\tests\frontend\test_theme_switching.py,forbidden_import:subprocess;forbidden_module_call:subprocess.run
high,0xSojalSec-Kimi-Audio\finetune_codes\demo_data\audio_understanding\prepare_librispeech_asrtask.py,forbidden_attr_call:system;forbidden_attr_call:system;forbidden_attr_call:system;forbidden_attr_call:system;forbidden_attr_call:system;forbidden_attr_call:system
high,0xSojalSec-Kimi-Audio\kimia_infer\models\detokenizer\vocoder\alias_free_activation\cuda\load.py,forbidden_import:subprocess;forbidden_module_call:subprocess.check_output
high,0xSojalSec-klavis\open-strata\src\strata\utils\tool_integration.py,forbidden_import:subprocess;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run
high,0xSojalSec-KLogger\Utils\utils.py,forbidden_import:subprocess;forbidden_attr_call:call;forbidden_module_call:subprocess.call
high,0xSojalSec-langextract\scripts\create_provider_plugin.py,forbidden_import:subprocess;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run
high,0xSojalSec-langextract\tests\annotation_test.py,forbidden_attr_call:call;forbidden_attr_call:call
high,0xSojalSec-langextract\tests\provider_plugin_test.py,forbidden_import:subprocess;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run
high,0xSojalSec-ldeep\ldeep\utils\structure.py,forbidden_call:eval;forbidden_call:eval
high,0xSojalSec-lemonade\docs\publish_website_docs.py,forbidden_import:subprocess;forbidden_module_call:subprocess.run
high,0xSojalSec-lemonade\test\llm_api.py,forbidden_attr_call:system
high,0xSojalSec-lemonade\test\server_cli.py,forbidden_import:subprocess;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run;forbidden_attr_call:Popen;forbidden_module_call:subprocess.Popen;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run;forbidden_attr_call:Popen;forbidden_module_call:subprocess.Popen;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run
high,0xSojalSec-lemonade\test\server_unit.py,forbidden_attr_call:system;forbidden_attr_call:system
high,0xSojalSec-lemonade\src\lemonade\sequence.py,forbidden_attr_call:system
high,0xSojalSec-lemonade\src\lemonade_install\install.py,forbidden_import:subprocess;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run
high,0xSojalSec-lemonade\src\lemonade\common\inference_engines.py,forbidden_import:subprocess;forbidden_module_call:subprocess.run
high,0xSojalSec-lemonade\src\lemonade\common\status.py,forbidden_attr_call:system
high,0xSojalSec-lemonade\src\lemonade\common\system_info.py,forbidden_import:subprocess;forbidden_attr_call:system;forbidden_module_call:subprocess.check_output;forbidden_module_call:subprocess.check_output;forbidden_module_call:subprocess.check_output;forbidden_module_call:subprocess.check_output;forbidden_module_call:subprocess.check_output;forbidden_module_call:subprocess.check_output;forbidden_module_call:subprocess.check_output;forbidden_module_call:subprocess.check_output
high,0xSojalSec-lemonade\src\lemonade\tools\accuracy.py,forbidden_import:subprocess;forbidden_module_call:subprocess.run
high,0xSojalSec-lemonade\src\lemonade\tools\bench.py,forbidden_attr_call:system
high,0xSojalSec-lemonade\src\lemonade\tools\mmlu.py,forbidden_import:subprocess
high,0xSojalSec-lemonade\src\lemonade\tools\llamacpp\utils.py,forbidden_import:subprocess;forbidden_attr_call:system;forbidden_attr_call:system;forbidden_attr_call:Popen;forbidden_module_call:subprocess.Popen;forbidden_attr_call:system;forbidden_attr_call:system;forbidden_attr_call:system
high,0xSojalSec-lemonade\src\lemonade\tools\oga\load.py,forbidden_import:subprocess;forbidden_module_call:subprocess.run
high,0xSojalSec-lemonade\src\lemonade\tools\server\llamacpp.py,forbidden_import:subprocess;forbidden_attr_call:Popen;forbidden_module_call:subprocess.Popen;forbidden_attr_call:system
high,0xSojalSec-lemonade\src\lemonade\tools\server\serve.py,forbidden_attr_call:system
high,0xSojalSec-lemonade\src\lemonade\tools\server\tray.py,forbidden_import:subprocess;forbidden_attr_call:Popen;forbidden_module_call:subprocess.Popen;forbidden_attr_call:Popen;forbidden_module_call:subprocess.Popen;forbidden_attr_call:Popen;forbidden_module_call:subprocess.Popen
high,0xSojalSec-lemonade\src\lemonade\tools\server\wrapped_server.py,forbidden_import:subprocess
high,0xSojalSec-lemonade\test\utils\server_base.py,forbidden_import:subprocess;forbidden_attr_call:Popen;forbidden_module_call:subprocess.Popen;forbidden_module_call:subprocess.run
high,0xSojalSec-lexmark\exploit\exploit.py,forbidden_attr_call:system
high,0xSojalSec-LHM\engine\SegmentAPI\SAM.py,forbidden_attr_call:system
high,0xSojalSec-LHM\engine\BiRefNet\models\birefnet.py,forbidden_call:eval;forbidden_call:eval;forbidden_call:eval;forbidden_call:eval;forbidden_call:eval
high,0xSojalSec-LHM\engine\BiRefNet\models\backbones\build_backbone.py,forbidden_call:eval
high,0xSojalSec-LHM\engine\BiRefNet\models\refinement\refiner.py,forbidden_call:eval;forbidden_call:eval
high,0xSojalSec-LHM\engine\pose_estimation\blocks\detector.py,forbidden_attr_call:system;forbidden_attr_call:system
high,0xSojalSec-LHM\engine\pose_estimation\blocks\smpl_layer.py,forbidden_call:eval
high,0xSojalSec-LHM\engine\pose_estimation\dinov2\dinov2\utils\utils.py,forbidden_import:subprocess;forbidden_module_call:subprocess.check_output;forbidden_module_call:subprocess.check_output
high,0xSojalSec-LHM\engine\pose_estimation\third-party\ViTPose\setup.py,forbidden_call:exec;forbidden_call:compile;forbidden_attr_call:system
high,0xSojalSec-LHM\engine\pose_estimation\third-party\ViTPose\tests\test_utils.py,forbidden_attr_call:system
high,0xSojalSec-LHM\engine\pose_estimation\third-party\ViTPose\docs\en\conf.py,forbidden_import:subprocess;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run;forbidden_call:exec;forbidden_call:compile
high,0xSojalSec-LHM\engine\pose_estimation\third-party\ViTPose\docs\zh_cn\conf.py,forbidden_import:subprocess;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run;forbidden_call:exec;forbidden_call:compile
high,0xSojalSec-LHM\engine\pose_estimation\third-party\ViTPose\mmpose\datasets\builder.py,forbidden_attr_call:system
high,0xSojalSec-LHM\engine\pose_estimation\third-party\ViTPose\mmpose\utils\setup_env.py,forbidden_attr_call:system
high,0xSojalSec-LHM\engine\pose_estimation\third-party\ViTPose\tools\analysis\analyze_logs.py,forbidden_call:eval
high,0xSojalSec-LHM\engine\pose_estimation\third-party\ViTPose\tools\misc\publish_model.py,forbidden_import:subprocess;forbidden_attr_call:Popen;forbidden_module_call:subprocess.Popen;forbidden_module_call:subprocess.check_output
high,0xSojalSec-LHM\LHM\utils\ffmpeg_utils.py,forbidden_import:subprocess;forbidden_attr_call:system
high,0xSojalSec-LHM\LHM\utils\gpu_utils.py,forbidden_import:subprocess;forbidden_module_call:subprocess.check_call
high,0xSojalSec-LHM\LHM\utils\model_download_utils.py,forbidden_import:subprocess;forbidden_module_call:subprocess.check_call;forbidden_module_call:subprocess.check_call
high,0xSojalSec-LHM\LHM\utils\model_query_utils.py,forbidden_import:subprocess;forbidden_module_call:subprocess.check_call
high,0xSojalSec-LHM\LHM\utils\video_utils.py,forbidden_import:subprocess;forbidden_module_call:subprocess.check_call;forbidden_module_call:subprocess.check_call
high,0xSojalSec-LHM\LHM\models\rendering\smplx\setup.py,forbidden_call:exec
high,0xSojalSec-LHM\LHM\runners\infer\utils.py,forbidden_attr_call:system
high,0xSojalSec-LHM\tools\metrics\compute_facesimilarity.py,forbidden_call:eval
high,0xSojalSec-LHM\tools\metrics\compute_facesimilarity_video.py,forbidden_call:eval
high,0xSojalSec-LHM\tools\metrics\compute_facesimilarity_video_anigs.py,forbidden_call:eval
high,0xSojalSec-LHM\tools\metrics\compute_metric_ssim_lipis.py,forbidden_call:eval
high,0xSojalSec-LHM\tools\metrics\compute_metric_ssim_lipis_anigs.py,forbidden_call:eval
high,0xSojalSec-Libc-GOT-Hijacking\Infra\SinkFinder.py,forbidden_import:subprocess;forbidden_module_call:subprocess.run
high,0xSojalSec-Libc-GOT-Hijacking\Pre\Demo\fx1\fx1.py,forbidden_module_call:subprocess.run
high,0xSojalSec-Libc-GOT-Hijacking\Pre\Demo\fx2\fx2.py,forbidden_module_call:subprocess.run
high,0xSojalSec-Libc-GOT-Hijacking\Pre\Demo\fx3\fx3.py,forbidden_module_call:subprocess.run
high,0xSojalSec-Libc-GOT-Hijacking\Pre\Demo\fx4\fx4.py,forbidden_module_call:subprocess.run
high,0xSojalSec-LitterBox\app\analyzers\manager.py,forbidden_import:subprocess;forbidden_attr_call:Popen;forbidden_module_call:subprocess.Popen
high,0xSojalSec-LitterBox\app\analyzers\dynamic\hsb_analyzer.py,forbidden_import:subprocess;forbidden_attr_call:Popen;forbidden_module_call:subprocess.Popen
high,0xSojalSec-LitterBox\app\analyzers\dynamic\moneta_analyzer.py,forbidden_import:subprocess;forbidden_attr_call:Popen;forbidden_module_call:subprocess.Popen
high,0xSojalSec-LitterBox\app\analyzers\dynamic\patriot_analyzer.py,forbidden_import:subprocess;forbidden_attr_call:Popen;forbidden_module_call:subprocess.Popen
high,0xSojalSec-LitterBox\app\analyzers\dynamic\pe_sieve_analyzer.py,forbidden_import:subprocess;forbidden_attr_call:Popen;forbidden_module_call:subprocess.Popen
high,0xSojalSec-LitterBox\app\analyzers\dynamic\yara_analyzer.py,forbidden_import:subprocess;forbidden_attr_call:Popen;forbidden_module_call:subprocess.Popen
high,0xSojalSec-LitterBox\app\analyzers\static\checkplz_analyzer.py,forbidden_import:subprocess;forbidden_attr_call:Popen;forbidden_module_call:subprocess.Popen
high,0xSojalSec-LitterBox\app\analyzers\static\yara_analyzer.py,forbidden_import:subprocess;forbidden_attr_call:Popen;forbidden_module_call:subprocess.Popen
high,0xSojalSec-LlamaFactoryFine-Tuning-of-100-LLMs\src\llamafactory\launcher.py,forbidden_import:subprocess;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run
high,0xSojalSec-LlamaFactoryFine-Tuning-of-100-LLMs\src\llamafactory\chat\kt_engine.py,forbidden_attr_call:system
high,0xSojalSec-LlamaFactoryFine-Tuning-of-100-LLMs\src\llamafactory\extras\env.py,forbidden_import:subprocess;forbidden_module_call:subprocess.run
high,0xSojalSec-LLaVA-NeXT\llava\model\__init__.py,forbidden_call:exec
high,0xSojalSec-LLaVA-NeXT\llava\train\llava_trainer_eval.py,forbidden_import:subprocess;forbidden_module_call:subprocess.run
high,0xSojalSec-LLMs-from-scratch\ch05\03_bonus_pretraining_on_gutenberg\tests.py,forbidden_import:subprocess;forbidden_module_call:subprocess.run
high,0xSojalSec-LLMs-from-scratch\ch06\03_bonus_imdb-classification\train-sklearn-logreg.py,forbidden_call:eval;forbidden_call:eval
high,0xSojalSec-LLMTornado\src\LlmTornado.FsKb\LlmTornado.FsKb\tests\test_git_tracker.py,forbidden_import:subprocess;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run
high,0xSojalSec-Made-With-ML\madewithml\utils.py,forbidden_call:eval;forbidden_call:eval
high,0xSojalSec-Made-With-ML\deploy\services\serve_model.py,forbidden_import:subprocess;forbidden_module_call:subprocess.check_output;forbidden_module_call:subprocess.check_output
high,0xSojalSec-make-circuit-boards\src\atopile\manufacturing_data.py,forbidden_import:subprocess;forbidden_attr_call:Popen;forbidden_module_call:subprocess.Popen
high,0xSojalSec-make-circuit-boards\src\atopile\telemetry.py,forbidden_import:subprocess;forbidden_module_call:subprocess.check_output;forbidden_module_call:subprocess.check_output;forbidden_module_call:subprocess.check_output
high,0xSojalSec-make-circuit-boards\src\atopile\cli\install.py,forbidden_import:subprocess;forbidden_module_call:subprocess.run
high,0xSojalSec-malpacks\packages\gem.py,forbidden_import:subprocess;forbidden_module_call:subprocess.run
high,0xSojalSec-malpacks\packages\npm.py,forbidden_import:subprocess;forbidden_module_call:subprocess.run
high,0xSojalSec-malpacks\packages\pypi.py,forbidden_import:subprocess;forbidden_module_call:subprocess.run
high,0xSojalSec-malwoverview\malwoverview\malwoverview.py,forbidden_attr_call:system
high,0xSojalSec-malwoverview\malwoverview\modules\android.py,forbidden_import:subprocess;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run
high,0xSojalSec-mantis\mantis\utils\list_assets.py,forbidden_call:compile
high,0xSojalSec-mantis\mantis\modules\secretscanner\submodules\gitleaks_runner.py,forbidden_attr_call:system
high,0xSojalSec-market-claude-code-skills\cli-demo-generator\scripts\auto_generate_demo.py,forbidden_import:subprocess;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run
high,0xSojalSec-market-claude-code-skills\cli-demo-generator\scripts\batch_generate.py,forbidden_import:subprocess;forbidden_module_call:subprocess.run
high,0xSojalSec-market-claude-code-skills\macos-cleaner\scripts\analyze_caches.py,forbidden_import:subprocess;forbidden_module_call:subprocess.run
high,0xSojalSec-market-claude-code-skills\macos-cleaner\scripts\analyze_dev_env.py,forbidden_import:subprocess;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run
high,0xSojalSec-market-claude-code-skills\macos-cleaner\scripts\analyze_large_files.py,forbidden_import:subprocess;forbidden_module_call:subprocess.run
high,0xSojalSec-market-claude-code-skills\macos-cleaner\scripts\cleanup_report.py,forbidden_import:subprocess;forbidden_module_call:subprocess.run
high,0xSojalSec-market-claude-code-skills\macos-cleaner\scripts\find_app_remnants.py,forbidden_import:subprocess;forbidden_module_call:subprocess.run
high,0xSojalSec-market-claude-code-skills\macos-cleaner\scripts\safe_delete.py,forbidden_import:subprocess;forbidden_module_call:subprocess.run
high,0xSojalSec-market-claude-code-skills\repomix-safe-mixer\scripts\safe_pack.py,forbidden_import:subprocess;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run
high,0xSojalSec-market-claude-code-skills\skill-creator\scripts\security_scan.py,forbidden_import:subprocess;forbidden_module_call:subprocess.run
high,0xSojalSec-market-claude-code-skills\transcript-fixer\scripts\ensure_deps.py,forbidden_import:subprocess;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run
high,0xSojalSec-market-claude-code-skills\transcript-fixer\scripts\fix_transcript_enhanced.py,forbidden_import:subprocess;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run
high,0xSojalSec-market-claude-code-skills\twitter-reader\scripts\fetch_tweet.py,forbidden_import:subprocess;forbidden_module_call:subprocess.run
high,0xSojalSec-market-claude-code-skills\video-comparer\scripts\compare.py,forbidden_import:subprocess;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run
high,0xSojalSec-market-claude-code-skills\youtube-downloader\scripts\download_video.py,forbidden_import:subprocess;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run
high,0xSojalSec-material-shell\scripts\install.py,forbidden_import:subprocess;forbidden_importfrom:subprocess;forbidden_module_call:subprocess.check_call;forbidden_module_call:subprocess.check_output;forbidden_module_call:subprocess.check_output;forbidden_module_call:subprocess.check_output
high,0xSojalSec-MobileAgent\GUI-Critic-R1\statistic.py,forbidden_attr_call:call
high,0xSojalSec-MobileAgent\Mobile-Agent-E\inference_agent_E.py,forbidden_attr_call:call
high,0xSojalSec-MobileAgent\Mobile-Agent-v2\run.py,forbidden_attr_call:call
high,0xSojalSec-MobileAgent\PC-Agent\pymac.py,forbidden_attr_call:system
high,0xSojalSec-MobileAgent\PC-Agent\run_v1.py,forbidden_attr_call:call
high,0xSojalSec-MobileAgent\Mobile-Agent\MobileAgent\controller.py,forbidden_import:subprocess;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run
high,0xSojalSec-MobileAgent\Mobile-Agent\MobileAgent\controller_api.py,forbidden_import:subprocess;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run
high,0xSojalSec-MobileAgent\Mobile-Agent\Mobile-Agent-qwen\MobileAgent\api.py,forbidden_attr_call:call
high,0xSojalSec-MobileAgent\Mobile-Agent\Mobile-Agent-qwen\MobileAgent\controller.py,forbidden_import:subprocess;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run
high,0xSojalSec-MobileAgent\Mobile-Agent-E\MobileAgentE\controller.py,forbidden_import:subprocess;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run;forbidden_attr_call:Popen;forbidden_module_call:subprocess.Popen;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run
high,0xSojalSec-MobileAgent\Mobile-Agent-v2\MobileAgent\controller.py,forbidden_import:subprocess;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run
high,0xSojalSec-moon-dev-ai-agents\src\agents\backtest_runner.py,forbidden_import:subprocess;forbidden_module_call:subprocess.run
high,0xSojalSec-moon-dev-ai-agents\src\agents\chartanalysis_agent.py,forbidden_attr_call:system
high,0xSojalSec-moon-dev-ai-agents\src\agents\chat_agent_ad.py,forbidden_import:subprocess;forbidden_module_call:subprocess.run
high,0xSojalSec-moon-dev-ai-agents\src\agents\clips_agent.py,forbidden_import:subprocess;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.check_output
high,0xSojalSec-moon-dev-ai-agents\src\agents\code_runner_agent.py,forbidden_import:subprocess;forbidden_module_call:subprocess.run;forbidden_attr_call:Popen;forbidden_module_call:subprocess.Popen;forbidden_attr_call:system
high,0xSojalSec-moon-dev-ai-agents\src\agents\focus_agent.py,forbidden_attr_call:system;forbidden_attr_call:system
high,0xSojalSec-moon-dev-ai-agents\src\agents\fundingarb_agent.py,forbidden_attr_call:system
high,0xSojalSec-moon-dev-ai-agents\src\agents\funding_agent.py,forbidden_attr_call:system
high,0xSojalSec-moon-dev-ai-agents\src\agents\funding_agent_2.py,forbidden_attr_call:system
high,0xSojalSec-moon-dev-ai-agents\src\agents\liquidation_agent.py,forbidden_attr_call:system
high,0xSojalSec-moon-dev-ai-agents\src\agents\phone_agent.py,forbidden_import:subprocess;forbidden_import:subprocess;forbidden_attr_call:system;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.check_output
high,0xSojalSec-moon-dev-ai-agents\src\agents\rbi_agent_pp.py,forbidden_import:subprocess;forbidden_module_call:subprocess.run
high,0xSojalSec-moon-dev-ai-agents\src\agents\rbi_agent_pp_multi.py,forbidden_import:subprocess;forbidden_module_call:subprocess.run
high,0xSojalSec-moon-dev-ai-agents\src\agents\rbi_agent_v2.py,forbidden_import:subprocess;forbidden_module_call:subprocess.run
high,0xSojalSec-moon-dev-ai-agents\src\agents\rbi_agent_v2_simple.py,forbidden_import:subprocess;forbidden_module_call:subprocess.run
high,0xSojalSec-moon-dev-ai-agents\src\agents\rbi_agent_v3.py,forbidden_import:subprocess;forbidden_module_call:subprocess.run
high,0xSojalSec-moon-dev-ai-agents\src\agents\realtime_clips_agent.py,forbidden_import:subprocess;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run
high,0xSojalSec-moon-dev-ai-agents\src\agents\sentiment_agent.py,forbidden_attr_call:system;forbidden_attr_call:system
high,0xSojalSec-moon-dev-ai-agents\src\agents\shortvid_agent.py,forbidden_import:subprocess;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.check_output;forbidden_module_call:subprocess.check_output
high,0xSojalSec-moon-dev-ai-agents\src\agents\tiktok_agent.py,forbidden_import:subprocess;forbidden_module_call:subprocess.run;forbidden_attr_call:system;forbidden_module_call:subprocess.check_output
high,0xSojalSec-moon-dev-ai-agents\src\agents\whale_agent.py,forbidden_attr_call:system
high,0xSojalSec-moon-dev-ai-agents\src\scripts\backtestdashboard.py,forbidden_import:subprocess;forbidden_module_call:subprocess.run
high,0xSojalSec-moon-dev-ai-agents\src\scripts\debug_exposure.py,forbidden_import:subprocess;forbidden_module_call:subprocess.run
high,0xSojalSec-moon-dev-ai-agents\src\scripts\o3-mini-game.py,forbidden_attr_call:system;forbidden_attr_call:system
high,0xSojalSec-mPLUG-DocOwl\DocOwl1.5\evaluation\due_evaluator\scorers\geval_scorer.py,forbidden_attr_call:popen
high,0xSojalSec-mPLUG-DocOwl\DocOwl1.5\mplug_docowl\model\convert_mplug_docowl_weight_to_hf.py,forbidden_call:eval
high,0xSojalSec-mPLUG-DocOwl\DocOwl1.5\mplug_docowl\model\convert_mplug_docowl_weight_to_hf_v2.py,forbidden_call:eval
high,0xSojalSec-mPLUG-DocOwl\DocOwl2\evaluation\due_evaluator\scorers\geval_scorer.py,forbidden_attr_call:popen
high,0xSojalSec-mPLUG-DocOwl\PaperOwl\mplug_owl\modeling_mplug_owl.py,forbidden_call:eval
high,0xSojalSec-mPLUG-DocOwl\PaperOwl\pipeline\eval_utils\due_evaluator\scorers\geval_scorer.py,forbidden_attr_call:popen
high,0xSojalSec-mPLUG-DocOwl\TinyChart\tinychart\eval\eval_metric.py,forbidden_call:eval;forbidden_call:exec
high,0xSojalSec-mPLUG-DocOwl\UReader\mplug_owl\modeling_mplug_owl.py,forbidden_call:eval
high,0xSojalSec-mPLUG-DocOwl\UReader\pipeline\eval_utils\due_evaluator\scorers\geval_scorer.py,forbidden_attr_call:popen
high,0xSojalSec-MuseTalk\scripts\inference.py,forbidden_import:subprocess;forbidden_module_call:subprocess.run;forbidden_attr_call:system;forbidden_attr_call:system;forbidden_attr_call:system
high,0xSojalSec-MuseTalk\scripts\preprocess.py,forbidden_import:subprocess;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run
high,0xSojalSec-MuseTalk\scripts\realtime_inference.py,forbidden_import:subprocess;forbidden_module_call:subprocess.run;forbidden_attr_call:system;forbidden_attr_call:system
high,0xSojalSec-MuseTalk\musetalk\utils\preprocessing.py,forbidden_import:subprocess
high,0xSojalSec-NachoVPN\src\nachovpn\plugins\paloalto\msi_patcher.py,forbidden_import:subprocess;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run
high,0xSojalSec-NachoVPN\src\nachovpn\plugins\paloalto\plugin.py,forbidden_import:subprocess;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run
high,0xSojalSec-NachoVPN\src\nachovpn\plugins\sonicwall\plugin.py,forbidden_import:subprocess;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run
high,0xSojalSec-Nebula\client\client.py,forbidden_attr_call:system;forbidden_attr_call:popen;forbidden_attr_call:popen;forbidden_attr_call:popen
high,0xSojalSec-Nebula\teamserver\core\Listeners\WebSocket\client.py,forbidden_attr_call:popen
high,0xSojalSec-Nebula\teamserver\core\module\exploit\aws_ssm_send_command.py,forbidden_attr_call:popen;forbidden_attr_call:popen;forbidden_attr_call:popen
high,0xSojalSec-NetExec\nxc\netexec.py,forbidden_attr_call:system;forbidden_attr_call:system
high,0xSojalSec-NetExec\tests\e2e_tests.py,forbidden_import:subprocess;forbidden_attr_call:Popen;forbidden_module_call:subprocess.Popen;forbidden_attr_call:Popen;forbidden_module_call:subprocess.Popen;forbidden_attr_call:system
high,0xSojalSec-Newelle\src\window.py,forbidden_import:subprocess;forbidden_attr_call:Popen;forbidden_module_call:subprocess.Popen;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run
high,0xSojalSec-Newelle\src\ui\explorer.py,forbidden_import:subprocess;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run
high,0xSojalSec-Newelle\src\ui\extension.py,forbidden_import:subprocess;forbidden_attr_call:Popen;forbidden_module_call:subprocess.Popen;forbidden_attr_call:Popen;forbidden_module_call:subprocess.Popen
