risk,path,issues
high,0xSojalSec-Newelle\src\ui\presentation.py,forbidden_import:subprocess;forbidden_attr_call:Popen;forbidden_module_call:subprocess.Popen;forbidden_attr_call:Popen;forbidden_module_call:subprocess.Popen;forbidden_attr_call:Popen;forbidden_module_call:subprocess.Popen;forbidden_attr_call:Popen;forbidden_module_call:subprocess.Popen
high,0xSojalSec-Newelle\src\utility\pip.py,forbidden_import:subprocess;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.check_output;forbidden_module_call:subprocess.check_output
high,0xSojalSec-Newelle\src\utility\replacehelper.py,forbidden_import:subprocess;forbidden_module_call:subprocess.check_output
high,0xSojalSec-Newelle\src\utility\system.py,forbidden_import:subprocess;forbidden_attr_call:Popen;forbidden_module_call:subprocess.Popen;forbidden_attr_call:Popen;forbidden_module_call:subprocess.Popen;forbidden_module_call:subprocess.check_output
high,0xSojalSec-Newelle\src\handlers\stt\whispercpp_handler.py,forbidden_import:subprocess;forbidden_module_call:subprocess.check_output;forbidden_module_call:subprocess.check_output;forbidden_module_call:subprocess.check_output
high,0xSojalSec-Newelle\src\handlers\tts\kokoro_handler.py,forbidden_import:subprocess
high,0xSojalSec-Newelle\src\ui\widgets\code_editor.py,forbidden_attr_call:system
high,0xSojalSec-Newelle\src\ui\widgets\copybox.py,forbidden_import:subprocess;forbidden_attr_call:Popen;forbidden_module_call:subprocess.Popen
high,0xSojalSec-NoDPI\src\main.py,forbidden_attr_call:system
high,0xSojalSec-nudge\test_scripts\run_baseline_tests.py,forbidden_import:subprocess;forbidden_attr_call:Popen;forbidden_module_call:subprocess.Popen;forbidden_attr_call:Popen;forbidden_module_call:subprocess.Popen
high,0xSojalSec-nudge\test_scripts\run_end_to_end.py,forbidden_attr_call:system;forbidden_attr_call:system;forbidden_attr_call:system;forbidden_attr_call:system;forbidden_attr_call:system;forbidden_attr_call:system;forbidden_attr_call:system;forbidden_attr_call:system;forbidden_attr_call:system;forbidden_attr_call:system
high,0xSojalSec-nudge\util\process_data_to_hf_datasets.py,forbidden_attr_call:system;forbidden_attr_call:system
high,0xSojalSec-nudge\util\process_txt.py,forbidden_attr_call:system
high,0xSojalSec-OctoBot\octobot\commands.py,forbidden_import:subprocess;forbidden_attr_call:Popen;forbidden_module_call:subprocess.Popen
high,0xSojalSec-OctoBot\octobot\updater\python_updater.py,forbidden_import:subprocess;forbidden_module_call:subprocess.check_output;forbidden_module_call:subprocess.check_output
high,0xSojalSec-OpenBot\python\export_openvino.py,forbidden_import:subprocess;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run
high,0xSojalSec-OpenWhisper-clone\tests\generate_test_audio.py,forbidden_import:subprocess
high,0xSojalSec-OpenWhisper-clone\tests\test_accuracy_benchmark.py,forbidden_import:subprocess;forbidden_attr_call:system
high,0xSojalSec-OpenWhisper-clone\tests\test_model_benchmark.py,forbidden_import:subprocess;forbidden_attr_call:system
high,0xSojalSec-ovo\ovo\cli\common.py,forbidden_import:subprocess;forbidden_module_call:subprocess.run
high,0xSojalSec-ovo\ovo\app\pages\debug.py,forbidden_import:subprocess;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run
high,0xSojalSec-ovo\ovo\core\scheduler\nextflow_scheduler.py,forbidden_import:subprocess;forbidden_attr_call:Popen;forbidden_module_call:subprocess.Popen
high,0xSojalSec-ovo\ovo\pipelines\rfdiffusion-backbone\tests\test_backbone_scaffold_hairpin.py,forbidden_import:subprocess;forbidden_module_call:subprocess.run
high,0xSojalSec-ovo\ovo\pipelines\rfdiffusion-end-to-end\tests\test_binder_fastrelax.py,forbidden_import:subprocess;forbidden_module_call:subprocess.run
high,0xSojalSec-ovo\ovo\pipelines\rfdiffusion-end-to-end\tests\test_binder_ligandmpnn.py,forbidden_import:subprocess;forbidden_module_call:subprocess.run
high,0xSojalSec-ovo\ovo\pipelines\rfdiffusion-end-to-end\tests\test_partial_diffusion.py,forbidden_import:subprocess;forbidden_module_call:subprocess.run
high,0xSojalSec-ovo\ovo\pipelines\rfdiffusion-end-to-end\tests\test_scaffold_cli.py,forbidden_import:subprocess;forbidden_module_call:subprocess.check_call;forbidden_module_call:subprocess.run
high,0xSojalSec-ovo\ovo\pipelines\rfdiffusion-end-to-end\tests\test_scaffold_hairpin.py,forbidden_import:subprocess;forbidden_module_call:subprocess.run
high,0xSojalSec-ovo\ovo\pipelines\rfdiffusion-end-to-end\tests\test_scaffold_with_filters.py,forbidden_import:subprocess;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run
high,0xSojalSec-ovo\tests\unit_tests\conftest.py,forbidden_import:subprocess;forbidden_module_call:subprocess.run
high,0xSojalSec-ovo\tests\unit_tests\test_cli_module.py,forbidden_import:subprocess;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run
high,0xSojalSec-ovo\tests\unit_tests\test_cli_scheduler.py,forbidden_import:subprocess;forbidden_module_call:subprocess.run
high,0xSojalSec-owl\owl\camel\interpreters\internal_python_interpreter.py,forbidden_call:eval
high,0xSojalSec-owl\owl\camel\interpreters\subprocess_interpreter.py,forbidden_import:subprocess;forbidden_attr_call:Popen;forbidden_module_call:subprocess.Popen
high,0xSojalSec-owl\owl\camel\loaders\apify_reader.py,forbidden_attr_call:call
high,0xSojalSec-owl\owl\camel\models\ollama_model.py,forbidden_import:subprocess;forbidden_attr_call:Popen;forbidden_module_call:subprocess.Popen
high,0xSojalSec-owl\owl\camel\models\vllm_model.py,forbidden_import:subprocess;forbidden_attr_call:Popen;forbidden_module_call:subprocess.Popen
high,0xSojalSec-owl\owl\camel\runtime\remote_http_runtime.py,forbidden_import:subprocess;forbidden_importfrom:subprocess;forbidden_attr_call:Popen;forbidden_module_call:subprocess.Popen
high,0xSojalSec-owl\owl\camel\toolkits\document_processing_toolkit.py,forbidden_import:subprocess;forbidden_module_call:subprocess.run
high,0xSojalSec-owl\owl\camel\toolkits\web_toolkit.py,forbidden_call:eval;forbidden_call:exec
high,0xSojalSec-owl\owl\camel\utils\commons.py,forbidden_import:subprocess;forbidden_call:exec;forbidden_attr_call:system;forbidden_module_call:subprocess.run
high,0xSojalSec-Pi3MOS-SLAM\pi3\models\dinov2\utils\utils.py,forbidden_import:subprocess;forbidden_module_call:subprocess.check_output;forbidden_module_call:subprocess.check_output
high,0xSojalSec-PraisonAI\examples\python\agents\math-agent.py,forbidden_call:eval
high,0xSojalSec-PraisonAI\examples\python\custom_tools\tools_with_latency.py,forbidden_call:eval
high,0xSojalSec-PraisonAI\examples\python\tools\cli\app.py,forbidden_import:subprocess;forbidden_module_call:subprocess.run
high,0xSojalSec-PraisonAI\examples\python\tools\e2b\single_agent.py,forbidden_import:subprocess;forbidden_module_call:subprocess.run
high,0xSojalSec-PraisonAI\examples\python\tools\exa-tool\SocialMedia_Content_Agents\News_And_Podcast_Aggregator_Agent.py,forbidden_attr_call:system
high,0xSojalSec-PraisonAI\src\praisonai-agents\check_syntax.py,forbidden_call:compile
high,0xSojalSec-PraisonAI\src\praisonai-agents\run_with_langtrace.py,forbidden_call:exec
high,0xSojalSec-PraisonAI\src\praisonai\praisonai\cli.py,forbidden_import:subprocess;forbidden_attr_call:Popen;forbidden_module_call:subprocess.Popen;forbidden_module_call:subprocess.CalledProcessError;forbidden_module_call:subprocess.check_output;forbidden_module_call:subprocess.check_output
high,0xSojalSec-PraisonAI\src\praisonai\praisonai\deploy.py,forbidden_import:subprocess;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run;forbidden_attr_call:system;forbidden_attr_call:Popen;forbidden_module_call:subprocess.Popen;forbidden_module_call:subprocess.CalledProcessError;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run
high,0xSojalSec-PraisonAI\src\praisonai\praisonai\setup.py,forbidden_import:subprocess;forbidden_module_call:subprocess.check_call
high,0xSojalSec-PraisonAI\src\praisonai\praisonai\train.py,forbidden_import:subprocess;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run
high,0xSojalSec-PraisonAI\src\praisonai\praisonai\train_vision.py,forbidden_import:subprocess;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run
high,0xSojalSec-PraisonAI\src\praisonai\praisonai\upload_vision.py,forbidden_import:subprocess;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run
high,0xSojalSec-PraisonAI\src\praisonai\tests\simple_test_runner.py,forbidden_import:subprocess;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run
high,0xSojalSec-PraisonAI\src\praisonai\tests\test.py,forbidden_import:subprocess;forbidden_module_call:subprocess.run
high,0xSojalSec-PraisonAI\src\praisonai\tests\test_agents_playbook.py,forbidden_import:subprocess
high,0xSojalSec-PraisonAI\src\praisonai\tests\test_runner.py,forbidden_import:subprocess;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run
high,0xSojalSec-PraisonAI\src\praisonai\praisonai\setup\build.py,forbidden_import:subprocess;forbidden_module_call:subprocess.check_call
high,0xSojalSec-PraisonAI\src\praisonai\praisonai\setup\post_install.py,forbidden_import:subprocess;forbidden_module_call:subprocess.run
high,0xSojalSec-PraisonAI\src\praisonai\praisonai\setup\setup_conda_env.py,forbidden_import:subprocess;forbidden_attr_call:system;forbidden_module_call:subprocess.check_call
high,0xSojalSec-PraisonAI\src\praisonai\praisonai\ui\agents.py,forbidden_attr_call:call
high,0xSojalSec-PraisonAI\src\praisonai\praisonai\ui\callbacks.py,forbidden_attr_call:call
high,0xSojalSec-PraisonAI\src\praisonai\praisonai\ui\code.py,forbidden_import:subprocess;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run
high,0xSojalSec-PraisonAI\src\praisonai\praisonai\ui\components\aicoder.py,forbidden_attr_call:system
high,0xSojalSec-PraisonAI\src\praisonai\tests\unit\test_async_agents.py,forbidden_call:eval
high,0xSojalSec-PraisonAI\src\praisonai\tests\unit\test_claude_code_integration.py,forbidden_import:subprocess;forbidden_module_call:subprocess.run
high,0xSojalSec-PraisonAI\src\praisonai\tests\unit\test_tools_and_ui.py,forbidden_call:eval
high,0xSojalSec-PraisonAI\src\praisonai-agents\tests\npx_mcp_wrapper_main.py,forbidden_import:subprocess;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run
high,0xSojalSec-PraisonAI\src\praisonai-agents\tests\test_basic_agents_demo.py,forbidden_import:subprocess;forbidden_module_call:subprocess.run
high,0xSojalSec-PraisonAI\src\praisonai-agents\praisonaiagents\agent\context_agent.py,forbidden_import:subprocess;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run
high,0xSojalSec-PraisonAI\src\praisonai-agents\praisonaiagents\mcp\mcp.py,forbidden_attr_call:system;forbidden_attr_call:system;forbidden_attr_call:system
high,0xSojalSec-PraisonAI\src\praisonai-agents\praisonaiagents\telemetry\telemetry.py,forbidden_attr_call:system;forbidden_attr_call:system
high,0xSojalSec-PraisonAI\src\praisonai-agents\praisonaiagents\tools\calculator_tools.py,forbidden_call:eval
high,0xSojalSec-PraisonAI\src\praisonai-agents\praisonaiagents\tools\python_tools.py,forbidden_call:compile;forbidden_call:compile;forbidden_call:exec;forbidden_call:eval;forbidden_call:compile
high,0xSojalSec-PraisonAI\src\praisonai-agents\praisonaiagents\tools\shell_tools.py,forbidden_import:subprocess;forbidden_attr_call:system;forbidden_attr_call:Popen;forbidden_module_call:subprocess.Popen;forbidden_attr_call:system;forbidden_attr_call:system
high,0xSojalSec-PraisonAI\src\praisonai-agents\praisonaiagents\tools\test.py,forbidden_import:subprocess;forbidden_module_call:subprocess.run
high,0xSojalSec-pytorch-lightning\requirements\collect_env_details.py,forbidden_attr_call:system
high,0xSojalSec-pytorch-lightning\examples\fabric\build_your_own_trainer\trainer.py,forbidden_attr_call:call;forbidden_attr_call:call;forbidden_attr_call:call;forbidden_attr_call:call;forbidden_attr_call:call;forbidden_attr_call:call;forbidden_attr_call:call;forbidden_attr_call:call;forbidden_attr_call:call;forbidden_attr_call:call;forbidden_attr_call:call;forbidden_attr_call:call;forbidden_attr_call:call;forbidden_attr_call:call
high,0xSojalSec-pytorch-lightning\src\lightning\fabric\fabric.py,forbidden_attr_call:call
high,0xSojalSec-pytorch-lightning\src\lightning\fabric\utilities\imports.py,forbidden_attr_call:system
high,0xSojalSec-pytorch-lightning\src\lightning\fabric\strategies\launchers\subprocess_script.py,forbidden_import:subprocess;forbidden_attr_call:Popen;forbidden_module_call:subprocess.Popen
high,0xSojalSec-pytorch-lightning\src\lightning\pytorch\accelerators\cuda.py,forbidden_import:subprocess;forbidden_module_call:subprocess.run
high,0xSojalSec-pytorch-lightning\src\lightning\pytorch\strategies\launchers\subprocess_script.py,forbidden_import:subprocess;forbidden_attr_call:Popen;forbidden_module_call:subprocess.Popen
high,0xSojalSec-pytorch-lightning\tests\tests_fabric\test_cli.py,forbidden_import:subprocess;forbidden_module_call:subprocess.run
high,0xSojalSec-pytorch-lightning\tests\tests_fabric\test_fabric.py,forbidden_attr_call:call;forbidden_attr_call:call;forbidden_attr_call:call;forbidden_attr_call:call
high,0xSojalSec-pytorch-lightning\tests\tests_fabric\utilities\test_imports.py,forbidden_import:subprocess;forbidden_attr_call:call;forbidden_module_call:subprocess.call;forbidden_attr_call:call;forbidden_module_call:subprocess.call;forbidden_attr_call:call;forbidden_module_call:subprocess.call
high,0xSojalSec-pytorch-lightning\tests\tests_fabric\utilities\test_spike.py,forbidden_attr_call:call
high,0xSojalSec-pytorch-lightning\tests\tests_fabric\plugins\precision\test_bitsandbytes.py,forbidden_attr_call:system
high,0xSojalSec-pytorch-lightning\tests\tests_pytorch\models\test_fabric_integration.py,forbidden_attr_call:call;forbidden_attr_call:call
high,0xSojalSec-pytorch-lightning\tests\tests_pytorch\profilers\test_profiler.py,forbidden_attr_call:system
high,0xSojalSec-pytorch-lightning\tests\tests_pytorch\utilities\test_imports.py,forbidden_import:subprocess;forbidden_attr_call:call;forbidden_module_call:subprocess.call;forbidden_attr_call:call;forbidden_module_call:subprocess.call;forbidden_attr_call:call;forbidden_module_call:subprocess.call
high,0xSojalSec-pytorch-lightning\tests\tests_pytorch\plugins\precision\test_bitsandbytes.py,forbidden_attr_call:system
high,0xSojalSec-pytorch-lightning\tests\tests_pytorch\strategies\launchers\test_subprocess_script.py,forbidden_import:subprocess
high,0xSojalSec-pytune\utils\utils.py,forbidden_import:subprocess;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run
high,0xSojalSec-rebuff\python-sdk\tests\conftest.py,forbidden_import:subprocess;forbidden_attr_call:Popen;forbidden_module_call:subprocess.Popen;forbidden_module_call:subprocess.run
high,0xSojalSec-Recursive-Language-Models-RLM-with-DSpy\src\rlm\repl.py,forbidden_call:exec;forbidden_call:eval
high,0xSojalSec-redpill\lib\Sign-Executables\CarbonCopy.py,forbidden_import:subprocess;forbidden_module_call:subprocess.check_call;forbidden_module_call:subprocess.check_call
high,0xSojalSec-REST-Attacker\rest_attacker\util\version.py,forbidden_import:subprocess;forbidden_module_call:subprocess.check_output
high,0xSojalSec-ROADtools\roadrecon\roadtools\roadrecon\plugins\bloodhound.py,forbidden_attr_call:system
high,0xSojalSec-roampal\ui-implementation\src-tauri\backend\app\routers\mcp.py,forbidden_attr_call:system;forbidden_attr_call:system;forbidden_attr_call:system;forbidden_attr_call:system
high,0xSojalSec-roampal\ui-implementation\src-tauri\backend\app\routers\model_registry.py,forbidden_import:subprocess;forbidden_module_call:subprocess.run
high,0xSojalSec-roampal\ui-implementation\src-tauri\backend\app\routers\model_switcher.py,forbidden_import:subprocess;forbidden_attr_call:Popen;forbidden_module_call:subprocess.Popen;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run;forbidden_attr_call:Popen;forbidden_module_call:subprocess.Popen;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run
high,0xSojalSec-roampal\ui-implementation\src-tauri\backend\modules\mcp_client\manager.py,forbidden_import:subprocess;forbidden_attr_call:Popen;forbidden_module_call:subprocess.Popen
high,0xSojalSec-roop\roop\core.py,forbidden_attr_call:system;forbidden_attr_call:system
high,0xSojalSec-roop\roop\utilities.py,forbidden_import:subprocess;forbidden_module_call:subprocess.check_output;forbidden_attr_call:system;forbidden_module_call:subprocess.check_output
high,0xSojalSec-Rope\rope\Coordinator.py,forbidden_call:eval
high,0xSojalSec-Rope\rope\Models.py,forbidden_import:subprocess
high,0xSojalSec-Rope\rope\VideoManager.py,forbidden_import:subprocess;forbidden_attr_call:Popen;forbidden_module_call:subprocess.Popen;forbidden_attr_call:Popen;forbidden_module_call:subprocess.Popen;forbidden_module_call:subprocess.run
high,0xSojalSec-TTM\GUIs\cut_and_drag.py,forbidden_import:subprocess
high,0xSojalSec-UI-Venus\models\grounding\ui_venus_ground_72b.py,forbidden_call:eval
high,0xSojalSec-UI-Venus\models\grounding\ui_venus_ground_7b.py,forbidden_call:eval
high,0xSojalSec-unshackle\src\unshackle.py,forbidden_import:subprocess;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.check_output;forbidden_module_call:subprocess.check_output;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run
high,0xSojalSec-VAREdit\infinity\dataset\build.py,forbidden_import:subprocess;forbidden_attr_call:call;forbidden_module_call:subprocess.call
high,0xSojalSec-VAREdit\infinity\utils\arg_util.py,forbidden_import:subprocess;forbidden_attr_call:system;forbidden_call:eval;forbidden_module_call:subprocess.check_output
high,0xSojalSec-VAREdit\infinity\utils\dist.py,forbidden_attr_call:system
high,0xSojalSec-VAREdit\infinity\utils\misc.py,forbidden_import:subprocess;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run
high,0xSojalSec-VAREdit\infinity\utils\save_and_load.py,forbidden_import:subprocess
high,0xSojalSec-VideoAgent\environment\agents\multi.py,forbidden_call:eval
high,0xSojalSec-VideoAgent\environment\roles\audio_extractor.py,forbidden_import:subprocess;forbidden_module_call:subprocess.run
high,0xSojalSec-VideoAgent\environment\roles\loudness_normalizer.py,forbidden_import:subprocess;forbidden_attr_call:Popen;forbidden_module_call:subprocess.Popen
high,0xSojalSec-VideoAgent\environment\roles\merge.py,forbidden_import:subprocess;forbidden_module_call:subprocess.run
high,0xSojalSec-VideoAgent\environment\roles\resampler.py,forbidden_import:subprocess;forbidden_attr_call:Popen;forbidden_module_call:subprocess.Popen
high,0xSojalSec-VideoAgent\environment\roles\separator.py,forbidden_import:subprocess;forbidden_attr_call:Popen;forbidden_module_call:subprocess.Popen
high,0xSojalSec-VideoAgent\environment\roles\transcriber.py,forbidden_import:subprocess;forbidden_attr_call:Popen;forbidden_module_call:subprocess.Popen
high,0xSojalSec-VideoAgent\environment\roles\svc\svc_coverist.py,forbidden_import:subprocess;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run
high,0xSojalSec-VideoAgent\environment\roles\tts\tts_infer.py,forbidden_import:subprocess;forbidden_attr_call:Popen;forbidden_module_call:subprocess.Popen;forbidden_attr_call:Popen;forbidden_module_call:subprocess.Popen;forbidden_attr_call:Popen;forbidden_module_call:subprocess.Popen
high,0xSojalSec-VideoAgent\environment\roles\tts\tts_replace.py,forbidden_import:subprocess;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run
high,0xSojalSec-VideoAgent\tools\DiffSinger\diff.py,forbidden_import:subprocess;forbidden_module_call:subprocess.run
high,0xSojalSec-VideoAgent\tools\videorag\_opcontent.py,forbidden_call:eval
high,0xSojalSec-VideoAgent\tools\audio-preprocess\tools\lint.py,forbidden_import:subprocess
high,0xSojalSec-VideoAgent\tools\audio-preprocess\fish_audio_preprocess\cli\convert_to_wav.py,forbidden_import:subprocess
high,0xSojalSec-VideoAgent\tools\DiffSinger\tasks\base_task.py,forbidden_import:subprocess;forbidden_module_call:subprocess.check_call;forbidden_module_call:subprocess.check_call
high,0xSojalSec-VideoAgent\tools\DiffSinger\utils\audio.py,forbidden_import:subprocess
high,0xSojalSec-VideoAgent\tools\DiffSinger\utils\hparams.py,forbidden_call:eval
high,0xSojalSec-VideoAgent\tools\DiffSinger\utils\pl_utils.py,forbidden_import:subprocess;forbidden_module_call:subprocess.check_call
high,0xSojalSec-VideoAgent\tools\fish-speech\tools\vqgan\extract_vq.py,forbidden_import:subprocess;forbidden_attr_call:Popen
high,0xSojalSec-VideoAgent\tools\seed-vc\modules\bigvgan\alias_free_activation\cuda\load.py,forbidden_import:subprocess;forbidden_module_call:subprocess.check_output
high,0xSojalSec-VideoRAG\VideoRAG-algorithm\videorag\_op.py,forbidden_call:eval;forbidden_call:eval;forbidden_call:eval;forbidden_call:eval;forbidden_call:eval;forbidden_call:eval
high,0xSojalSec-VideoRAG\VideoRAG-algorithm\videorag\_videoutil\caption.py,forbidden_call:eval;forbidden_call:eval
high,0xSojalSec-VideoRAG\Vimo-desktop\python_backend\videorag\_op.py,forbidden_call:eval;forbidden_call:eval;forbidden_call:eval;forbidden_call:eval;forbidden_call:eval;forbidden_call:eval
high,0xSojalSec-VideoRAG\Vimo-desktop\python_backend\videorag\_videoutil\caption.py,forbidden_call:eval;forbidden_call:eval
high,0xSojalSec-videos\sublime_custom_commands\manim_plugins.py,forbidden_import:subprocess;forbidden_attr_call:call;forbidden_attr_call:call
high,0xSojalSec-videos\_2022\piano\wav_to_midi.py,forbidden_attr_call:system;forbidden_attr_call:system
high,0xSojalSec-voice-agent-builder\venv\lib\python3.11\site-packages\pkg_resources\__init__.py,forbidden_call:compile;forbidden_call:exec;forbidden_call:compile;forbidden_call:exec
high,0xSojalSec-voice-agent-builder\venv\lib\python3.11\site-packages\setuptools\build_meta.py,forbidden_call:exec
high,0xSojalSec-voice-agent-builder\venv\lib\python3.11\site-packages\setuptools\depends.py,forbidden_call:compile
high,0xSojalSec-voice-agent-builder\venv\lib\python3.11\site-packages\setuptools\installer.py,forbidden_import:subprocess;forbidden_module_call:subprocess.check_call
high,0xSojalSec-voice-agent-builder\venv\lib\python3.11\site-packages\setuptools\launch.py,forbidden_call:compile;forbidden_call:exec
high,0xSojalSec-voice-agent-builder\venv\lib\python3.11\site-packages\setuptools\monkey.py,forbidden_attr_call:system
high,0xSojalSec-voice-agent-builder\venv\lib\python3.11\site-packages\setuptools\msvc.py,forbidden_import:subprocess;forbidden_attr_call:system;forbidden_module_call:subprocess.check_output;forbidden_module_call:subprocess.check_output
high,0xSojalSec-voice-agent-builder\venv\lib\python3.11\site-packages\setuptools\package_index.py,forbidden_attr_call:system;forbidden_attr_call:system;forbidden_attr_call:system;forbidden_attr_call:system;forbidden_attr_call:system
high,0xSojalSec-voice-agent-builder\venv\lib\python3.11\site-packages\setuptools\sandbox.py,forbidden_call:compile;forbidden_call:exec
high,0xSojalSec-voice-agent-builder\venv\lib\python3.11\site-packages\setuptools\windows_support.py,forbidden_attr_call:system
high,0xSojalSec-voice-agent-builder\venv\lib\python3.11\site-packages\pip\_vendor\six.py,forbidden_call:exec
high,0xSojalSec-voice-agent-builder\venv\lib\python3.11\site-packages\pip\_internal\cli\main_parser.py,forbidden_import:subprocess;forbidden_module_call:subprocess.run
high,0xSojalSec-voice-agent-builder\venv\lib\python3.11\site-packages\pip\_internal\commands\configuration.py,forbidden_import:subprocess;forbidden_module_call:subprocess.check_call
high,0xSojalSec-voice-agent-builder\venv\lib\python3.11\site-packages\pip\_internal\network\auth.py,forbidden_import:subprocess;forbidden_module_call:subprocess.run;forbidden_module_call:subprocess.run
high,0xSojalSec-voice-agent-builder\venv\lib\python3.11\site-packages\pip\_internal\network\session.py,forbidden_import:subprocess;forbidden_attr_call:system;forbidden_attr_call:system;forbidden_module_call:subprocess.check_output
high,0xSojalSec-voice-agent-builder\venv\lib\python3.11\site-packages\pip\_internal\utils\subprocess.py,forbidden_import:subprocess;forbidden_attr_call:Popen;forbidden_module_call:subprocess.Popen
high,0xSojalSec-voice-agent-builder\venv\lib\python3.11\site-packages\pip\_vendor\distlib\index.py,forbidden_import:subprocess;forbidden_attr_call:Popen;forbidden_module_call:subprocess.Popen;forbidden_module_call:subprocess.check_call
high,0xSojalSec-voice-agent-builder\venv\lib\python3.11\site-packages\pip\_vendor\distlib\markers.py,forbidden_attr_call:system
high,0xSojalSec-voice-agent-builder\venv\lib\python3.11\site-packages\pip\_vendor\distlib\util.py,forbidden_import:subprocess;forbidden_attr_call:Popen;forbidden_module_call:subprocess.Popen
high,0xSojalSec-voice-agent-builder\venv\lib\python3.11\site-packages\pip\_vendor\distro\distro.py,forbidden_import:subprocess;forbidden_module_call:subprocess.check_output;forbidden_module_call:subprocess.check_output;forbidden_module_call:subprocess.check_output
high,0xSojalSec-voice-agent-builder\venv\lib\python3.11\site-packages\pip\_vendor\packaging\markers.py,forbidden_attr_call:system
high,0xSojalSec-voice-agent-builder\venv\lib\python3.11\site-packages\pip\_vendor\packaging\tags.py,forbidden_attr_call:system;forbidden_attr_call:system
high,0xSojalSec-voice-agent-builder\venv\lib\python3.11\site-packages\pip\_vendor\packaging\_musllinux.py,forbidden_import:subprocess;forbidden_module_call:subprocess.run
high,0xSojalSec-voice-agent-builder\venv\lib\python3.11\site-packages\pip\_vendor\pkg_resources\__init__.py,forbidden_call:compile;forbidden_call:exec;forbidden_call:compile;forbidden_call:exec
high,0xSojalSec-voice-agent-builder\venv\lib\python3.11\site-packages\pip\_vendor\requests\help.py,forbidden_attr_call:system
high,0xSojalSec-voice-agent-builder\venv\lib\python3.11\site-packages\pip\_vendor\rich\color.py,forbidden_attr_call:system
high,0xSojalSec-voice-agent-builder\venv\lib\python3.11\site-packages\pip\_vendor\rich\console.py,forbidden_attr_call:system
high,0xSojalSec-voice-agent-builder\venv\lib\python3.11\site-packages\pip\_vendor\rich\diagnose.py,forbidden_attr_call:system
high,0xSojalSec-voice-agent-builder\venv\lib\python3.11\site-packages\pip\_vendor\rich\syntax.py,forbidden_attr_call:system
high,0xSojalSec-voice-agent-builder\venv\lib\python3.11\site-packages\pip\_vendor\rich\traceback.py,forbidden_attr_call:system
high,0xSojalSec-voice-agent-builder\venv\lib\python3.11\site-packages\pip\_vendor\rich\_windows.py,forbidden_attr_call:system
high,0xSojalSec-voice-agent-builder\venv\lib\python3.11\site-packages\pip\_vendor\pygments\formatters\img.py,forbidden_import:subprocess;forbidden_attr_call:Popen;forbidden_module_call:subprocess.Popen
high,0xSojalSec-voice-agent-builder\venv\lib\python3.11\site-packages\pip\_vendor\pygments\formatters\__init__.py,forbidden_call:exec
high,0xSojalSec-voice-agent-builder\venv\lib\python3.11\site-packages\pip\_vendor\pygments\lexers\__init__.py,forbidden_call:exec
high,0xSojalSec-voice-agent-builder\venv\lib\python3.11\site-packages\pip\_vendor\urllib3\packages\six.py,forbidden_call:exec
high,0xSojalSec-voice-agent-builder\venv\lib\python3.11\site-packages\pip\_vendor\urllib3\contrib\_securetransport\bindings.py,forbidden_attr_call:system
high,0xSojalSec-voice-agent-builder\venv\lib\python3.11\site-packages\pkg_resources\_vendor\jaraco\context.py,forbidden_import:subprocess;forbidden_module_call:subprocess.check_call
